https://checkstyle.org/checks/coding/packagedeclaration.html#PackageDeclaration,PackageDeclaration,"Final RuleSet Representation:

Basic Rule:
Mandatory: [class] have [package declaration]

Option Rule:
matchDirectoryStructure option:
true: Mandatory: [package name] of [class] is [directory name] of [source file]
false: Optional: [package name] of [class] is not [directory name] of [source file]

Options that are data specifications:
{{matchDirectoryStructure}}: boolean; {true, false}; true"
https://checkstyle.org/checks/design/visibilitymodifier.html#VisibilityModifier,VisibilityModifier,"Final RuleSet Representation:

Basic Rule:
Mandatory: No [public class members] except [static final members], [immutable members], [annotated members]
And
Mandatory: No [class members] except [private class members] -> {{protectedAllowed}} is true Or {{packageAllowed}} is true

Option Rule:
allowPublicFinalFields option:
true: Optional: [public final fields] are allowed
false: Mandatory: No [public final fields]

allowPublicImmutableFields option:
true: Optional: [public immutable fields] are allowed -> [enclosing class] is [final class]
false: Mandatory: No [public immutable fields]

publicMemberPattern option:
true: Optional: [public members] matching {{publicMemberPattern}} are not flagged
false: Mandatory: No [public members] matching {{publicMemberPattern}}

Options that are data specifications:
{{ignoreAnnotationCanonicalNames}}: String[]; {com.google.common.annotations.VisibleForTesting, org.junit.ClassRule, org.junit.Rule}; {}
{{immutableClassCanonicalNames}}: String[]; {java.io.File, java.lang.Boolean, java.lang.Byte, java.lang.Character, java.lang.Double, java.lang.Float, java.lang.Integer, java.lang.Long, java.lang.Short, java.lang.StackTraceElement, java.lang.String, java.math.BigDecimal, java.math.BigInteger, java.net.Inet4Address, java.net.Inet6Address, java.net.InetSocketAddress, java.net.URI, java.net.URL, java.util.Locale, java.util.UUID}; {}
{{publicMemberPattern}}: Pattern; ""^serialVersionUID$""; ""^serialVersionUID$"""
https://checkstyle.org/checks/misc/indentation.html#Indentation,Indentation,"Final RuleSet Representation:

Basic Rule:
Mandatory: [indentation] of [Java code] is {{basicOffset}}
And
Mandatory: [indentation] of [array initialization] is {{arrayInitIndent}}
And
Mandatory: [indentation] of [brace] is {{braceAdjustment}}
And
Mandatory: [indentation] of [case label] is {{caseIndent}}
And
Mandatory: [indentation] of [throws clause] is {{throwsIndent}}
And
Mandatory: [indentation] of [continuation line] is {{lineWrappingIndentation}}

Option Rule:
forceStrictCondition option:
true: Mandatory: [indentation] of [line wrapping] is {{lineWrappingIndentation}}
false: Optional: [indentation] of [line wrapping] is not {{lineWrappingIndentation}}

Options that are data specifications:
{{arrayInitIndent}}: int; {0, 1, 2, 3, 4, ...}; 4
{{basicOffset}}: int; {0, 1, 2, 3, 4, ...}; 4
{{braceAdjustment}}: int; {0, 1, 2, 3, 4, ...}; 0
{{caseIndent}}: int; {0, 1, 2, 3, 4, ...}; 4
{{lineWrappingIndentation}}: int; {0, 1, 2, 3, 4, ...}; 4
{{throwsIndent}}: int; {0, 1, 2, 3, 4, ...}; 4"
https://checkstyle.org/checks/design/onetoplevelclass.html#OneTopLevelClass,OneTopLevelClass,"Final RuleSet Representation:

Basic Rule:
Mandatory: Number of [top-level class, interface, enum, annotation] of [source file] is 1

Explanation:
- The rule checks that each top-level class, interface, enum, or annotation resides in a source file of its own.
- This is represented as a mandatory rule that the number of top-level class, interface, enum, or annotation in a source file must be 1.

There are no options provided in the CheckStyle Rule, so no option rules or data specifications are needed."
https://checkstyle.org/checks/annotation/missingdeprecated.html#MissingDeprecated,MissingDeprecated,"Final RuleSet Representation:

Basic Rule:
Mandatory: [@Deprecated annotation] and [@deprecated javadoc tag] both present when either of them is present

Option Rule:
violateExecutionOnNonTightHtml option:
true: Optional: Control when to print violations if the Javadoc being examined by this check violates the tight html rules defined at Tight-HTML Rules.
false: Optional: Control when to print violations if the Javadoc being examined by this check violates the tight html rules defined at Tight-HTML Rules.

Options that are data specifications:
{{violateExecutionOnNonTightHtml}}: boolean; {true, false}; false"
https://checkstyle.org/checks/javadoc/javadocvariable.html#JavadocVariable,JavadocVariable,"Final RuleSet Representation:

Basic Rule:
Mandatory: [variable] have [Javadoc comment]
Except [serialVersionUID fields]

Option Rule:
excludeScope option:
null: Optional: [Javadoc comment] not for [variable] of {{excludeScope}}

ignoreNamePattern option:
null: Optional: [Javadoc comment] not for [variable] of {{ignoreNamePattern}}

scope option:
private: Mandatory: [Javadoc comment] for [variable] of {{scope}}

Options that are data specifications:
{{excludeScope}}: Scope; {public, protected, package, private}; null
{{ignoreNamePattern}}: Pattern; RegExp; null
{{scope}}: Scope; {public, protected, package, private}; private
{{tokens}}: String[]; {ENUM_CONSTANT_DEF}; {ENUM_CONSTANT_DEF}"
https://checkstyle.org/checks/coding/noenumtrailingcomma.html#NoEnumTrailingComma,NoEnumTrailingComma,"Final RuleSet Representation:

Basic Rule:
Mandatory: [comma] not at end of [enum constant list]

There are no options for this rule."
https://checkstyle.org/checks/misc/uniqueproperties.html#UniqueProperties,UniqueProperties,"Final RuleSet Representation:

Basic Rule:
Mandatory: No [duplicated keys] in [properties files]

Options that are data specifications:
{{fileExtensions}}: String[]; {"".properties""}; {"".properties""}"
https://checkstyle.org/checks/javadoc/javadoctagcontinuationindentation.html#JavadocTagContinuationIndentation,JavadocTagContinuationIndentation,"Final RuleSet Representation:

Basic Rule:
Mandatory: Number of [spaces] of [indentation] of [continuation lines] >= {{offset}}

Option Rule:
violateExecutionOnNonTightHtml option:
true: Mandatory: [violation] for [Javadoc] not following [tight HTML rules]
false: Optional: [violation] for [Javadoc] not following [tight HTML rules]

Options that are data specifications:
{{offset}}: int; {0, 1, 2, 3, 4, ...}; 4"
https://checkstyle.org/checks/naming/lambdaparametername.html#LambdaParameterName,LambdaParameterName,"Final RuleSet Representation:

Basic Rule:
Mandatory: [lambda parameter names] match {{format}}

Options that are data specifications:
{{format}}: Pattern; ""^[a-z][a-zA-Z0-9]*$""; ""^[a-z][a-zA-Z0-9]*$"""
https://checkstyle.org/checks/coding/superfinalize.html#SuperFinalize,SuperFinalize,"Final RuleSet Representation:

Basic Rule:
Mandatory: [finalize() method] of [overriding method] have [super.finalize() method]
Except [native method]

There are no options provided in the CheckStyle Rule, so no Option Rule or data specifications are needed."
https://checkstyle.org/checks/whitespace/emptyforiteratorpad.html#EmptyForIteratorPad,EmptyForIteratorPad,"Final RuleSet Representation:

Basic Rule:
Mandatory: [padding] of [empty for iterator] is {{option}}
Except [line wrap] at [iterator]

Option Rule:
option:
nospace: Mandatory: [padding] of [empty for iterator] is not [whitespace]

Options that are data specifications:
{{option}}: PadOption; {nospace}; {nospace}"
https://checkstyle.org/checks/coding/onestatementperline.html#OneStatementPerLine,OneStatementPerLine,"Final RuleSet Representation:

Basic Rule:
Mandatory: Number of [statement] of [line] is 1

Option Rule:
treatTryResourcesAsStatement option:
true: Mandatory: Number of [statement] of [line] is 1 -> [line] have [resource statement]
false: Optional: Number of [statement] of [line] is 1 -> [line] not have [resource statement]

Options that are data specifications:
treatTryResourcesAsStatement: boolean; {true, false}; false"
https://checkstyle.org/checks/naming/interfacetypeparametername.html#InterfaceTypeParameterName,InterfaceTypeParameterName,"Final RuleSet Representation:

Basic Rule:
Mandatory: [interface type parameter names] conform to {{format}}

Options that are data specifications:
{{format}}: Pattern; ""^[A-Z]$""; ""^[A-Z]$"""
https://checkstyle.org/checks/javadoc/missingjavadocmethod.html#MissingJavadocMethod,MissingJavadocMethod,"Final RuleSet Representation:

Basic Rule:
Mandatory: [Javadoc comment] for [method] of {{scope}}
Except [method] have [@Override annotation]
Except [method] have [@inheritDoc tag]

Option Rule:
allowMissingPropertyJavadoc option:
true: Optional: [Javadoc comment] not for [accessor methods for properties]
false: Mandatory: [Javadoc comment] for [accessor methods for properties]

allowedAnnotations option:
Override: Optional: [Javadoc comment] not for [method] have [@Override annotation]

excludeScope option:
{{excludeScope}}: Optional: [Javadoc comment] not for [method] of {{excludeScope}}

ignoreMethodNamesRegex option:
{{ignoreMethodNamesRegex}}: Optional: [Javadoc comment] not for [method] matching {{ignoreMethodNamesRegex}}

minLineCount option:
-1: Optional: [Javadoc comment] not for [method] of [line count] <= -1
other values: Mandatory: [Javadoc comment] for [method] of [line count] > {{minLineCount}}

scope option:
{{scope}}: Mandatory: [Javadoc comment] for [method] of {{scope}}

tokens option:
METHOD_DEF: Mandatory: [Javadoc comment] for [method definition]
CTOR_DEF: Mandatory: [Javadoc comment] for [constructor definition]
ANNOTATION_FIELD_DEF: Mandatory: [Javadoc comment] for [annotation field definition]
COMPACT_CTOR_DEF: Mandatory: [Javadoc comment] for [compact constructor definition]

Options that are data specifications:
{{allowedAnnotations}}: String[]; {Override}; {Override}
{{excludeScope}}: Scope; {public, protected, package, private}; null
{{ignoreMethodNamesRegex}}: Pattern; RegExp; null
{{minLineCount}}: int; {any integer}; -1
{{scope}}: Scope; {public, protected, package, private}; public
{{tokens}}: String[]; {METHOD_DEF, CTOR_DEF, ANNOTATION_FIELD_DEF, COMPACT_CTOR_DEF}; {METHOD_DEF, CTOR_DEF, ANNOTATION_FIELD_DEF, COMPACT_CTOR_DEF}"
https://checkstyle.org/checks/metrics/javancss.html#JavaNCSS,JavaNCSS,"Final RuleSet Representation:

Basic Rule:
Mandatory: Number of [Non Commenting Source Statements (NCSS)] of [method] <= {{methodMaximum}}
And
Mandatory: Number of [Non Commenting Source Statements (NCSS)] of [class] <= {{classMaximum}}
And
Mandatory: Number of [Non Commenting Source Statements (NCSS)] of [file] <= {{fileMaximum}}
And
Mandatory: Number of [Non Commenting Source Statements (NCSS)] of [record] <= {{recordMaximum}}

Options that are data specifications:
{{classMaximum}}: int; {0, 1, 2, ..., 1500}; 1500
{{fileMaximum}}: int; {0, 1, 2, ..., 2000}; 2000
{{methodMaximum}}: int; {0, 1, 2, ..., 50}; 50
{{recordMaximum}}: int; {0, 1, 2, ..., 150}; 150"
